,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,day_part,season,diff_usd,diff_starrating,prop_starrating|srch_id_standardized,prop_review_score|srch_id_standardized,prop_location_score1|srch_id_standardized,prop_location_score2|srch_id_standardized,price_usd|srch_id_standardized,orig_destination_distance|srch_id_standardized
73,8,2013-03-20 17:50:44,5,219,,,219,39137,2,3.5,1,1.61,0.0813,4.55,14,80.0,0,7082,1,0,1,0,1,0,,4.85,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,2,,,-1.0761839115309904,-0.4270489675302972,-0.2272633785593181,-0.5381523410620616,-1.2823134277711854,0.5914196491767701
74,8,2013-03-20 17:50:44,5,219,,,219,41497,3,4.5,1,1.79,0.0432,5.1,1,189.0,0,7082,1,0,1,0,1,0,,1.64,0,,,,0.0,0.0,,1.0,0.0,5.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,2,,,-0.048917450524135764,0.56939862337373,-0.04564486461550775,-1.0319601145396182,0.38352961205188135,-1.111596094138312
75,8,2013-03-20 17:50:44,5,219,,,219,54403,2,3.5,1,0.0,,4.44,22,66.0,0,7082,1,0,1,0,1,0,,8.77,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,2,,,-1.0761839115309904,-0.4270489675302972,-1.851740086612289,,-1.496274919124607,2.6711148871191757
76,8,2013-03-20 17:50:44,5,219,,,219,58176,0,0.0,0,1.79,,4.71,25,150.0,0,7082,1,0,1,0,1,0,,0.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,-3.1307168335447,-3.9146155356943924,-0.04564486461550775,,-0.21250597100407834,-1.695184043560926
77,8,2013-03-20 17:50:44,5,219,,,219,63511,3,4.5,1,1.39,,5.36,21,209.0,0,7082,1,0,1,0,1,0,,1.49,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,1.0,,0,,0,3,2,,,-0.048917450524135764,0.56939862337373,-0.44924156226841994,,0.689188885413912,-1.1911762690595777
78,8,2013-03-20 17:50:44,5,219,,,219,66444,4,4.5,1,1.39,,5.34,18,239.0,0,7082,1,0,1,0,1,0,,1.41,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0,3,2,,,0.9783490104827189,0.56939862337373,-0.44924156226841994,,1.147677795456958,-1.2336190290175861
79,8,2013-03-20 17:50:44,5,219,,,219,67150,4,4.5,1,2.89,0.2295,5.39,4,259.0,0,7082,1,0,1,0,1,0,,4.34,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,0.0,0.0,,0,,0,3,2,,,0.9783490104827189,0.56939862337373,1.0642460539300005,1.382643250260088,1.4533370688189886,0.3208470544444674
80,8,2013-03-20 17:50:44,5,219,,,219,73738,3,4.5,1,1.39,0.0883,5.14,3,189.0,0,7082,1,0,1,0,1,0,,4.8,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,2,,,-0.048917450524135764,0.56939862337373,-0.44924156226841994,-0.44742650341526635,0.38352961205188135,0.5648929242030151
81,8,2013-03-20 17:50:44,5,219,,,219,83293,3,4.5,1,2.94,0.0731,5.12,2,239.0,0,7082,1,0,1,0,1,0,,4.05,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,0,,0,3,2,,,-0.048917450524135764,0.56939862337373,1.1146956411366142,-0.6444311794483074,1.147677795456958,0.16699204959668737
82,8,2013-03-20 17:50:44,5,219,,,219,90151,5,4.5,0,2.56,0.1592,5.7,7,259.0,0,7082,1,0,1,0,1,0,,4.52,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,2.0056154714895738,0.56939862337373,0.7312787783663479,0.47149662360727346,1.4533370688189886,0.4163432643499859
83,8,2013-03-20 17:50:44,5,219,,,219,119302,3,3.5,1,1.95,,4.76,24,93.0,0,7082,1,0,1,0,1,0,,1.16,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,1.0,,0,,0,3,2,,,-0.048917450524135764,-0.4270489675302972,0.11579381444565698,,-1.0836349000858656,-1.366252653886362
84,8,2013-03-20 17:50:44,5,219,,,219,125655,3,4.0,1,3.0,0.2427,4.97,9,149.0,0,7082,1,0,1,0,1,0,,4.26,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,3,2,,,-0.048917450524135764,0.07117482792171642,1.1752351457845511,1.5537262583940445,-0.22778893467217987,0.2784042944864591
85,8,2013-03-20 17:50:44,5,219,,,219,134607,3,4.5,1,1.79,0.0434,4.99,8,189.0,0,7082,1,0,1,0,1,0,,1.61,0,,,,-1.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,5.0,,,,,,,0.0,0.0,,0,,0,3,2,,,-0.048917450524135764,0.56939862337373,-0.04564486461550775,-1.0293679477497097,0.38352961205188135,-1.1275121291225654
86,11,2013-02-25 08:39:33,5,219,,,219,6492,2,4.0,1,2.3,,3.91,36,47.0,0,12610,1,39,2,0,1,1,,284.56,1,,,,1.0,0.0,12.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,12.0,0,,0,2,1,,,-1.4448625786099392,0.015716030811787934,1.0959366486651152,,-1.3092151895297195,0.1996246751993604
87,11,2013-02-25 08:39:33,5,219,,,219,8946,3,4.5,1,1.95,,5.17,19,84.0,0,12610,1,39,2,0,1,1,,288.12,1,,,,0.0,1.0,,0.0,0.0,,,,,1.0,0.0,20.0,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.5343450476007903,0.5368346923010657,,0.2610713983050425,1.0570984171526068
88,11,2013-02-25 08:39:33,5,219,,,219,9952,2,3.0,1,1.61,,4.1,14,50.0,0,12610,1,39,2,0,1,1,,275.55,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-1.4448625786099392,-1.0215420027662168,-0.0062929224525823295,,-1.181894655380955,-1.970554654856465
89,11,2013-02-25 08:39:33,5,219,,,219,19470,2,3.5,1,1.39,,4.37,9,60.0,0,12610,1,39,2,0,1,1,,275.42,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,-1.4448625786099392,-0.5029129859772143,-0.3577284378814139,,-0.7574928748850734,-2.001866898242397
90,11,2013-02-25 08:39:33,5,219,,,219,20499,2,3.5,1,2.2,,4.11,31,45.0,0,12610,1,39,2,0,1,1,,284.67,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,,0,2,1,,,-1.4448625786099392,-0.5029129859772143,0.9361932325611017,,-1.394095545628896,0.22611965037207632
91,11,2013-02-25 08:39:33,5,219,,,219,24526,3,4.0,1,0.69,0.1099,4.94,2,119.0,0,12610,1,39,2,0,1,1,,278.73,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.015716030811787934,-1.4759323506095132,-0.9061456631282772,1.7464776300406282,-1.2046090089544066
92,11,2013-02-25 08:39:33,5,219,,,219,26421,3,5.0,1,2.08,,5.07,25,89.0,0,12610,1,39,2,0,1,1,,287.79,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,1.0529740643897925,0.7445011332362844,,0.4732722885529833,0.9776134916344728
93,11,2013-02-25 08:39:33,5,219,,,219,27675,3,4.5,1,1.1,0.1626,4.7,7,85.0,0,12610,1,39,2,0,1,1,,279.74,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.5343450476007903,-0.8209843445830548,-0.12200976088098331,0.30351157635463066,-0.9613369641867744
94,11,2013-02-25 08:39:33,5,219,,,219,28364,3,4.5,1,1.61,0.2046,4.73,3,79.0,0,12610,1,39,2,0,1,1,,280.57,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.5343450476007903,-0.0062929224525823295,0.5029182826557597,0.048870508057101705,-0.7614203333381281
95,11,2013-02-25 08:39:33,5,219,,,219,33980,3,5.0,1,1.1,,5.03,13,98.0,0,12610,1,39,2,0,1,1,,283.87,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,1.0529740643897925,-0.8209843445830548,,0.8552338909992768,0.03342892184325427
96,11,2013-02-25 08:39:33,5,219,,,219,35021,3,4.0,1,2.08,,4.99,26,153.0,0,12610,1,39,2,0,1,1,,287.83,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.015716030811787934,0.7445011332362844,,3.189443683726626,0.987248028060905
97,11,2013-02-25 08:39:33,5,219,,,219,38443,3,4.0,1,2.4,,4.58,18,60.0,0,12610,1,39,2,0,1,1,,284.42,1,,,,-1.0,0.0,10.0,-1.0,1.0,10.0,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0,2,1,,,0.38900146347190623,0.015716030811787934,1.2556800647691295,,-0.7574928748850734,0.1659037977068203
98,11,2013-02-25 08:39:33,5,219,,,219,47116,3,4.5,1,2.08,,4.95,22,84.0,0,12610,1,39,2,0,1,1,,287.82,1,,,,0.0,0.0,11.0,0.0,0.0,11.0,,,,,,,,,,,,,0.0,0.0,11.0,0,,0,2,1,,,0.38900146347190623,0.5343450476007903,0.7445011332362844,,0.2610713983050425,0.9848393939542969
99,11,2013-02-25 08:39:33,5,219,,,219,59898,3,0.0,1,2.08,,4.84,32,76.0,0,12610,1,39,2,0,1,1,,288.1,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,-4.13331610350023,0.7445011332362844,,-0.07845002609166278,1.0522811489393908
100,11,2013-02-25 08:39:33,5,219,,,219,63095,2,3.5,1,1.61,,4.92,33,65.0,0,12610,1,39,2,0,1,1,,287.66,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,-1.4448625786099392,-0.5029129859772143,-0.0062929224525823295,,-0.5452919846371326,0.9463012482485407
101,11,2013-02-25 08:39:33,5,219,,,219,69993,2,2.5,1,2.2,,4.22,27,34.0,0,12610,1,39,2,0,1,1,,284.47,1,,,,0.0,-1.0,,0.0,-1.0,,,,,1.0,-1.0,17.0,,,,,,,0.0,-1.0,,0,,0,2,1,,,-1.4448625786099392,-1.540171019555219,0.9361932325611017,,-1.8609375041743657,0.17794696823987424
102,11,2013-02-25 08:39:33,5,219,,,219,73511,3,5.0,1,0.0,,4.91,29,75.0,0,12610,1,39,2,0,1,1,,287.02,1,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,1.0529740643897925,-2.578161921727211,,-0.12089020414125094,0.7921486654254748
103,11,2013-02-25 08:39:33,5,219,,,219,74499,3,4.5,1,0.69,0.1555,4.68,8,74.0,0,12610,1,39,2,0,1,1,,279.07,1,,,,,,,1.0,0.0,20.0,,,,1.0,0.0,20.0,,,,,,,1.0,0.0,20.0,0,,0,2,1,,,0.38900146347190623,0.5343450476007903,-1.4759323506095132,-0.2276523587169564,-0.16333038219083912,-1.1227154493296643
104,11,2013-02-25 08:39:33,5,219,,,219,75743,3,4.5,1,0.0,,4.88,24,93.0,0,12610,1,39,2,0,1,1,,276.98,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.38900146347190623,0.5343450476007903,-2.578161921727211,,0.643033000751336,-1.6261199776111988
105,11,2013-02-25 08:39:33,5,219,,,219,78768,3,5.0,1,2.08,,4.95,12,93.0,0,12610,1,39,2,0,1,1,,287.89,1,,,,,,,-1.0,0.0,9.0,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,,0,2,1,,,0.38900146347190623,1.0529740643897925,0.7445011332362844,,0.643033000751336,1.0016998327005668
106,11,2013-02-25 08:39:33,5,219,,,219,80764,2,3.5,1,1.79,,3.87,21,60.0,0,12610,1,39,2,0,1,1,,283.89,1,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0,2,1,,,-1.4448625786099392,-0.5029129859772143,0.2812452265346431,,-0.7574928748850734,0.03824619005647037
107,11,2013-02-25 08:39:33,5,219,,,219,83769,4,4.5,1,2.08,,5.24,37,123.0,0,12610,1,39,2,0,1,1,,288.09,1,,,,,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,-1.0,0.0,7.0,0,,0,2,1,,,2.2228655055537514,0.5343450476007903,0.7445011332362844,,1.9162383422389808,1.049872514832769
108,11,2013-02-25 08:39:33,5,219,,,219,85264,2,3.0,1,1.95,,4.31,30,70.0,0,12610,1,39,2,0,1,1,,285.8,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,-1.4448625786099392,-1.0215420027662168,0.5368346923010657,,-0.33309109438919177,0.4982953044190325
109,11,2013-02-25 08:39:33,5,219,,,219,86294,2,3.0,1,2.2,,4.01,28,51.0,0,12610,1,39,2,0,1,1,,284.72,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,-1.4448625786099392,-1.0215420027662168,0.9361932325611017,,-1.1394544773313668,0.23816282090513027
110,11,2013-02-25 08:39:33,5,219,,,219,93949,3,4.0,0,1.61,,4.64,35,74.0,0,12610,1,39,2,0,1,1,,287.04,1,,,,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,,-1.0,0.0,10.0,0,,0,2,1,,,0.38900146347190623,0.015716030811787934,-0.0062929224525823295,,-0.16333038219083912,0.7969659336387046
111,11,2013-02-25 08:39:33,5,219,,,219,95615,3,4.5,0,1.39,0.0702,4.64,6,80.0,0,12610,1,39,2,0,1,1,,280.76,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.5343450476007903,-0.3577284378814139,-1.4968514566618174,0.09131068610668987,-0.7156562853125341
112,11,2013-02-25 08:39:33,5,219,,,219,100969,4,4.5,0,1.39,,4.98,16,89.0,1,12610,1,39,2,0,1,1,,287.77,1,,,,1.0,0.0,25.0,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,25.0,0,,0,2,1,,,2.2228655055537514,0.5343450476007903,-0.3577284378814139,,0.4732722885529833,0.972796223421243
113,11,2013-02-25 08:39:33,5,219,,,219,102705,3,5.0,1,1.39,0.2323,4.86,4,87.0,0,12610,1,39,2,0,1,1,,280.41,1,,,,,1.0,,0.0,0.0,,,,,1.0,0.0,9.0,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,1.0529740643897925,-0.3577284378814139,0.9150732066073733,0.388391932453807,-0.7999584790438843
114,11,2013-02-25 08:39:33,5,219,,,219,114096,3,4.0,1,1.61,,4.98,34,62.0,0,12610,1,39,2,0,1,1,,288.2,1,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,107.0,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.015716030811787934,-0.0062929224525823295,,-0.6726125187858971,1.076367490005485
115,11,2013-02-25 08:39:33,5,219,,,219,122888,3,4.5,1,1.1,0.2605,4.89,1,71.0,0,12610,1,39,2,0,1,1,,281.08,1,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.5343450476007903,-0.8209843445830548,1.3346677501249007,-0.2906509163396036,-0.6385799939010081
116,11,2013-02-25 08:39:33,5,219,,,219,124104,3,4.0,1,1.1,,4.64,10,85.0,0,12610,1,39,2,0,1,1,,275.81,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,2,1,,,0.38900146347190623,0.015716030811787934,-0.8209843445830548,,0.30351157635463066,-1.9079301680846008
117,11,2013-02-25 08:39:33,5,219,,,219,134563,3,4.0,1,2.2,,4.73,20,73.0,0,12610,1,39,2,0,1,1,,284.5,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.015716030811787934,0.9361932325611017,,-0.20577056024042728,0.1851728705596984
118,11,2013-02-25 08:39:33,5,219,,,219,136184,3,4.0,0,2.2,,4.59,15,81.0,0,12610,1,39,2,0,1,1,,284.78,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,2,1,,,0.38900146347190623,0.015716030811787934,0.9361932325611017,,0.13375086415627802,0.2526146255447786
119,12,2013-03-15 14:55:16,5,219,,,158,7814,3,3.5,0,0.0,0.0476,4.46,25,43.0,1,26648,2,21,3,0,1,1,,9270.55,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.3318741790095074,-2.7144300218642208,-0.7073792865389266,-0.5165796742613262,-2.9019346967646045
120,12,2013-03-15 14:55:16,5,219,,,158,10881,3,3.0,0,3.14,,4.46,28,44.0,0,26648,2,21,3,0,1,1,,9285.88,1,,,,,,,,,,,,,1.0,0.0,16.0,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.011443937207224354,0.6094235647973715,,-0.49585728045141625,0.4849445496305563
121,12,2013-03-15 14:55:16,5,219,,,158,12510,4,0.0,0,1.1,,4.41,24,51.0,0,26648,2,21,3,0,1,1,,9288.15,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.4998470246254542,-1.9111375136064739,-1.5500227144350005,,-0.35080052378204674,0.9864589585880599
122,12,2013-03-15 14:55:16,5,219,,,158,17122,4,3.5,0,2.64,,4.22,13,53.0,0,26648,2,21,3,0,1,1,,9278.6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.4998470246254542,0.3318741790095074,0.08014751596590773,,-0.3093557361622269,-1.1234364623559372
123,12,2013-03-15 14:55:16,5,219,,,158,18012,5,4.5,0,3.22,0.1909,5.66,18,221.0,0,26648,2,21,3,0,1,1,,9286.02,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,3,2,,,1.772184905490247,0.9727346626140735,0.6941077326104057,0.2131865701388071,3.1720064239026415,0.5158749537074978
124,12,2013-03-15 14:55:16,5,219,,,158,29081,3,0.0,0,3.3,,4.41,3,37.0,0,26648,2,21,3,0,1,1,,9286.32,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,-1.9111375136064739,0.7787919004234395,,-0.6409140371207858,0.5821543910144834
125,12,2013-03-15 14:55:16,5,219,,,158,43250,3,0.0,1,3.3,,4.46,14,40.0,0,26648,2,21,3,0,1,1,,9286.38,1,,,,,,,,,,,,,1.0,0.0,39.0,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,-1.9111375136064739,0.7787919004234395,,-0.578746855691056,0.5954102784758001
126,12,2013-03-15 14:55:16,5,219,,,158,45722,3,4.0,0,3.26,,4.46,4,29.0,1,26648,2,21,3,0,1,1,,9286.44,1,,,,,,,,,,,,,1.0,0.0,56.0,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.6523044208117904,0.7364498165169223,,-0.8066931876000653,0.6086661659375188
127,12,2013-03-15 14:55:16,5,219,,,158,47902,3,3.5,0,3.26,,4.46,22,49.0,0,26648,2,21,3,0,1,1,,9286.15,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.3318741790095074,0.7364498165169223,,-0.39224531140186664,0.5445960432070844
128,12,2013-03-15 14:55:16,5,219,,,158,55331,5,4.5,0,2.3,,5.62,15,138.0,1,26648,2,21,3,0,1,1,,9288.85,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,3,2,,,1.772184905490247,0.9727346626140735,-0.2797601972394879,,1.4520477376801173,1.1411109789715619
129,12,2013-03-15 14:55:16,5,219,,,158,59368,3,2.0,0,3.18,,4.46,26,35.0,0,26648,2,21,3,0,1,1,,9286.5,1,,,,,,,,,,,,,1.0,0.0,5.0,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,-0.6294165463973417,0.6517656487038885,,-0.6823588247406056,0.6219220533988354
130,12,2013-03-15 14:55:16,5,219,,,158,73964,3,2.0,0,3.09,0.1419,4.58,32,29.0,1,26648,2,21,3,0,1,1,,9285.73,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,-0.6294165463973417,0.5564959599142247,-0.10159170604548419,-0.8066931876000653,0.4518048309770635
131,12,2013-03-15 14:55:16,5,219,,,158,82017,4,3.5,0,2.64,,4.22,19,93.0,0,26648,2,21,3,0,1,1,,9278.98,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.4998470246254542,0.3318741790095074,0.08014751596590773,,0.5195400162341703,-1.0394825084337287
132,12,2013-03-15 14:55:16,5,219,,,158,83229,5,4.5,1,2.64,0.1429,4.12,7,147.0,1,26648,2,21,3,0,1,1,,9278.98,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,1.772184905490247,0.9727346626140735,0.08014751596590773,-0.09516765959274355,1.6385492819693068,-1.0394825084337287
133,12,2013-03-15 14:55:16,5,219,,,158,84441,3,4.0,0,2.64,0.0476,3.75,9,41.0,1,26648,2,21,3,0,1,1,,9278.89,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.6523044208117904,0.08014751596590773,-0.7073792865389266,-0.5580244618811461,-1.0593663396259048
134,12,2013-03-15 14:55:16,5,219,,,158,89698,3,4.0,0,2.71,,4.46,6,74.0,0,26648,2,21,3,0,1,1,,9287.12,1,,,,,,,,,,,,,1.0,0.0,12.0,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.6523044208117904,0.1542461628023125,,0.12581453384588168,0.7588995571671147
135,12,2013-03-15 14:55:16,5,219,,,158,92506,3,3.0,0,3.14,,4.46,29,35.0,0,26648,2,21,3,0,1,1,,9286.65,1,,,,,,,,,,,,,1.0,0.0,40.0,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.011443937207224354,0.6094235647973715,,-0.6823588247406056,0.6550617720523283
136,12,2013-03-15 14:55:16,5,219,,,158,93021,4,4.0,1,2.64,,4.22,8,66.0,1,26648,2,21,3,0,1,1,,9279.04,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.4998470246254542,0.6523044208117904,0.08014751596590773,,-0.039964616633397766,-1.0262266209720101
137,12,2013-03-15 14:55:16,5,219,,,158,97754,3,3.0,0,3.26,,4.46,2,32.0,1,26648,2,21,3,0,1,1,,9286.45,1,,,,,,,,,,,,,1.0,0.0,6.0,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.011443937207224354,0.7364498165169223,,-0.7445260061703355,0.6108754805144718
138,12,2013-03-15 14:55:16,5,219,,,158,105912,3,3.0,0,2.64,,3.75,30,36.0,1,26648,2,21,3,0,1,1,,9278.72,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.011443937207224354,0.08014751596590773,,-0.6616364309306957,-1.0969246874333036
139,12,2013-03-15 14:55:16,5,219,,,158,108971,4,0.0,0,0.69,,4.22,27,52.0,0,26648,2,21,3,0,1,1,,9277.19,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.4998470246254542,-1.9111375136064739,-1.9840290744768008,,-0.3300781299721368,-1.4349498176994928
140,12,2013-03-15 14:55:16,5,219,,,158,111957,4,4.5,0,2.4,,4.41,10,87.0,0,26648,2,21,3,0,1,1,,9288.96,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.4998470246254542,0.9727346626140735,-0.17390498747319508,,0.3952056533747108,1.1654134393172424
141,12,2013-03-15 14:55:16,5,219,,,158,113997,3,3.5,1,2.89,0.4855,4.4,21,58.0,1,26648,2,21,3,0,1,1,,9285.47,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,0.3318741790095074,0.34478554038163955,2.1057106551161997,-0.20574376711267722,0.39436265197748843
142,12,2013-03-15 14:55:16,5,219,,,158,114662,4,4.0,0,2.71,,4.22,12,50.0,1,26648,2,21,3,0,1,1,,9278.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,0.4998470246254542,0.6523044208117904,0.1542461628023125,,-0.37152291759195666,-1.0549477104719984
143,12,2013-03-15 14:55:16,5,219,,,158,117707,5,4.0,0,3.3,,5.09,16,106.0,1,26648,2,21,3,0,1,1,,9286.31,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,3,2,,,1.772184905490247,0.6523044208117904,0.7787919004234395,,0.7889311357629996,0.5799450764375302
144,12,2013-03-15 14:55:16,5,219,,,158,121983,5,4.5,1,2.77,,5.38,31,174.0,1,26648,2,21,3,0,1,1,,9285.44,1,,,,,,,,,,,,,1.0,0.0,6.0,,,,,,,,,,0,,0,3,2,,,1.772184905490247,0.9727346626140735,0.21775928866208819,,2.198053914836875,0.387734708247031
145,12,2013-03-15 14:55:16,5,219,,,158,129310,3,3.5,0,0.0,0.0476,3.75,1,27.0,0,26648,2,21,3,0,1,1,,9283.62,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,3,2,,,-0.7724908562393386,0.3318741790095074,-2.7144300218642208,-0.7073792865389266,-0.8481379752198851,-0.014360544749592355
146,12,2013-03-15 14:55:16,5,219,,,158,139181,3,0.0,0,2.94,,4.46,20,55.0,0,26648,2,21,3,0,1,1,,9286.88,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,2,,,-0.7724908562393386,-1.9111375136064739,0.39771314526478574,,-0.26791094854240705,0.7058760073210439
147,17,2012-11-05 19:52:18,18,129,,,31,2196,4,4.5,0,6.83,0.7355,5.58,29,275.11,1,6285,4,194,4,1,2,1,,433.61,1,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,3.0,1.0,0.0,3.0,,,,0,,0,4,4,,,0.9525009525014287,1.121149930044918,0.32507350148743275,0.485550244420653,0.824435600894131,-0.785690385385611
148,17,2012-11-05 19:52:18,18,129,,,31,3309,3,3.5,0,6.64,0.3716,4.66,2,150.99,0,6285,4,194,4,1,2,1,,434.25,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0,,0,4,4,,,-1.016001016001524,-0.9232999423899325,-1.0523962278370131,-1.8455744746008949,-1.479651029605055,1.590543950900859
