,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,hour,month,diff_usd,diff_starrating
31019,2083,2013-06-12 21:15:56,14,100,,,219,120307,3,5.0,1,0.69,0.0147,0.0,4,91.27,0,14230,8,45,4,0,1,0,,1312.54,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,5.0,0,,0,21,6,,
31020,2083,2013-06-12 21:15:56,14,100,,,219,127201,3,3.0,0,4.13,,0.0,18,61.83,0,14230,8,45,4,0,1,0,,1312.39,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0,21,6,,
31021,2083,2013-06-12 21:15:56,14,100,,,219,127791,3,4.5,1,3.97,,0.0,9,90.29,1,14230,8,45,4,0,1,0,,1312.51,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,21,6,,
39133,2598,2013-03-14 19:28:20,15,55,,,129,371,4,4.0,0,1.39,0.0007,5.19,36,111.61,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39134,2598,2013-03-14 19:28:20,15,55,,,129,844,4,4.5,0,4.34,,5.29,31,132.73,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0,,0,19,3,,
39135,2598,2013-03-14 19:28:20,15,55,,,129,1605,4,0.0,0,3.76,,5.34,35,167.42,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0,19,3,,
39136,2598,2013-03-14 19:28:20,15,55,,,129,6434,3,3.5,1,4.2,0.065,4.52,25,105.58,1,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39137,2598,2013-03-14 19:28:20,15,55,,,129,7125,3,3.0,0,1.1,0.0028,4.54,20,76.92,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0,19,3,,
39138,2598,2013-03-14 19:28:20,15,55,,,129,33219,3,4.5,1,3.74,0.0391,5.1,3,104.07,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,19,3,,
39139,2598,2013-03-14 19:28:20,15,55,,,129,35059,4,3.5,1,4.41,0.1387,4.89,22,126.7,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,19,3,,
39140,2598,2013-03-14 19:28:20,15,55,,,129,37296,3,4.0,0,2.4,0.0037,4.4,30,60.33,1,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39141,2598,2013-03-14 19:28:20,15,55,,,129,41519,4,4.0,0,2.64,0.0012,4.84,33,134.24,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39142,2598,2013-03-14 19:28:20,15,55,,,129,43138,3,4.5,0,1.61,0.0034,4.43,8,84.46,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,0,,0,19,3,,
39143,2598,2013-03-14 19:28:20,15,55,,,129,44927,3,4.0,1,1.95,0.0058,4.48,29,119.16,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39144,2598,2013-03-14 19:28:20,15,55,,,129,52662,3,4.0,1,3.76,0.039,5.04,7,105.58,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,-1.0,,,-1.0,,,-1.0,,,,,0,,0,19,3,,
39145,2598,2013-03-14 19:28:20,15,55,,,129,57613,5,4.5,1,4.37,0.0322,5.84,12,254.9,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39146,2598,2013-03-14 19:28:20,15,55,,,129,59625,4,4.5,1,1.39,0.0095,4.66,14,194.57,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39147,2598,2013-03-14 19:28:20,15,55,,,129,60771,5,4.5,1,4.16,0.0481,5.54,28,235.29,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39148,2598,2013-03-14 19:28:20,15,55,,,129,61980,3,4.0,1,4.34,0.1299,4.97,15,105.58,1,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,11.0,,0.0,,,,,0,,0,19,3,,
39149,2598,2013-03-14 19:28:20,15,55,,,129,64411,2,0.0,0,0.0,0.0009,4.46,19,25.64,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39150,2598,2013-03-14 19:28:20,15,55,,,129,67011,3,4.0,0,1.1,0.0005,4.62,4,87.48,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0,19,3,,
39151,2598,2013-03-14 19:28:20,15,55,,,129,69593,3,3.5,0,2.64,0.0099,4.7,34,69.38,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,-1.0,0.0,10.0,-1.0,0.0,10.0,-1.0,0.0,9.0,,,,0,,0,19,3,,
39152,2598,2013-03-14 19:28:20,15,55,,,129,72451,1,0.0,0,2.71,0.0012,4.65,10,104.07,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,1.0,0.0,88.0,,,,1.0,0.0,88.0,,,,0,,0,19,3,,
39153,2598,2013-03-14 19:28:20,15,55,,,129,80510,5,4.5,0,3.87,0.0454,5.55,9,203.62,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,19,3,,
39154,2598,2013-03-14 19:28:20,15,55,,,129,81501,3,3.5,1,2.48,0.0007,4.53,18,101.06,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,19,3,,
39155,2598,2013-03-14 19:28:20,15,55,,,129,86536,3,3.5,1,1.61,0.0049,4.55,2,79.94,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39156,2598,2013-03-14 19:28:20,15,55,,,129,86541,4,4.0,1,4.45,0.0655,5.18,24,168.93,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39157,2598,2013-03-14 19:28:20,15,55,,,129,95361,3,4.5,0,0.69,0.0004,4.58,6,113.12,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,19,3,,
39158,2598,2013-03-14 19:28:20,15,55,,,129,96358,3,3.0,1,4.26,0.0988,4.35,21,87.48,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,50.0,1.0,0.0,35.0,,,,0,,0,19,3,,
39159,2598,2013-03-14 19:28:20,15,55,,,129,97889,3,4.0,1,4.29,0.1048,4.97,1,102.56,1,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,1.0,,1.0,0.0,50.0,,1.0,,,,,0,,0,19,3,,
39160,2598,2013-03-14 19:28:20,15,55,,,129,98546,3,0.0,0,0.0,,4.58,26,102.56,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,19,3,,
39161,2598,2013-03-14 19:28:20,15,55,,,129,119879,3,4.0,1,4.3,0.12,4.72,13,93.51,1,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,19,3,,
39162,2598,2013-03-14 19:28:20,15,55,,,129,121821,4,4.0,0,4.34,0.044000000000000004,5.03,32,131.22,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,19,3,,
39163,2598,2013-03-14 19:28:20,15,55,,,129,129943,5,4.0,0,0.0,0.002,5.25,16,179.49,0,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,19,3,,
39164,2598,2013-03-14 19:28:20,15,55,,,129,131491,3,4.0,1,4.29,0.1196,4.78,27,90.5,1,11507,2,5,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,19,3,,
48434,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,17029,4,4.0,0,3.53,0.0186,5.18,20,313.86,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,-1.0,0.0,27.0,,,,,,,,,,,,,0,,0,14,11,89.96000000000001,0.0
48435,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,19352,3,4.5,0,4.16,0.0055,5.21,16,143.78,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,11,80.12,1.0
48436,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,20669,3,0.0,0,4.84,0.0533,4.9,25,196.28,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,11,27.620000000000005,1.0
48437,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,22832,4,0.0,0,1.1,0.0003,5.98,30,445.67,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,-1.0,0.0,8.0,,,,,,,,,,,,,0,,0,14,11,221.77,0.0
48438,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,26131,4,4.5,1,4.82,0.0742,5.12,8,174.37,0,20497,1,4,2,0,1,1,,,0,,,,1.0,0.0,11.0,,1.0,,-1.0,0.0,12.0,0.0,0.0,,,,,,,,,,,0,,0,14,11,49.53,0.0
48439,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,45886,4,4.5,1,0.69,0.0063,5.38,12,161.75,0,20497,1,4,2,0,1,1,,,0,,,,,,,,1.0,,1.0,0.0,13.0,1.0,0.0,66.0,,,,,,,,,,0,,0,14,11,62.150000000000006,0.0
48440,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,49548,4,4.0,1,0.69,0.0211,5.38,19,237.24,0,20497,1,4,2,0,1,1,,,0,,,,1.0,0.0,13.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,,,,,,,,,,0,,0,14,11,13.340000000000003,0.0
48441,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,53542,5,5.0,1,4.62,0.1458,5.64,1,336.28,0,20497,1,4,2,0,1,1,,,0,,,,,1.0,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,14,11,112.37999999999997,1.0
48442,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,55613,3,4.0,0,4.8,0.0858,5.03,26,171.42,0,20497,1,4,2,0,1,1,,,0,,,,-1.0,0.0,10.0,,1.0,,1.0,0.0,9.0,-1.0,0.0,12.0,,,,,,,,,,0,,0,14,11,52.48000000000002,1.0
48443,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,59303,2,3.0,0,4.62,0.0464,4.33,28,90.34,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0,,0,14,11,133.56,2.0
48444,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,66088,3,3.5,0,0.0,0.0211,4.6,9,118.62,0,20497,1,4,2,0,1,1,,,0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0,,0,14,11,105.28,1.0
48445,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,71728,3,4.0,0,4.52,0.1259,4.8,29,135.87,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,11,88.03,1.0
48446,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,71969,4,4.5,1,3.61,0.0228,5.53,10,274.01,0,20497,1,4,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,35.0,,,,,,,,,,0,,0,14,11,50.109999999999985,0.0
48447,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,72458,3,4.0,0,0.0,0.0041,4.85,13,92.4,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,1.0,0.0,22.0,1.0,0.0,22.0,,,,,,,,,,0,,0,14,11,131.5,1.0
48448,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,73613,3,4.0,0,4.13,0.1205,5.09,14,258.8,0,20497,1,4,2,0,1,1,,,0,,,,,,,,1.0,,0.0,0.0,,,1.0,,,,,,,,,,,0,,0,14,11,34.900000000000006,1.0
48449,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,76632,4,4.5,1,4.13,0.0494,5.18,4,170.63,0,20497,1,4,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0,14,11,53.27000000000001,0.0
48450,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,86666,4,0.0,0,0.0,0.0002,5.77,24,194.1,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,14,11,29.80000000000001,0.0
48451,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,93730,4,4.0,0,4.22,0.0504,5.67,22,237.39,0,20497,1,4,2,0,1,1,,,0,,,,1.0,0.0,50.0,,1.0,,1.0,0.0,6.0,0.0,0.0,,,,,,,,,,,0,,0,14,11,13.48999999999998,0.0
48452,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,97575,4,4.0,1,4.13,0.0726,5.48,21,237.24,0,20497,1,4,2,0,1,1,,,0,,,,1.0,0.0,25.0,1.0,0.0,14.0,1.0,0.0,25.0,1.0,0.0,14.0,,,,,,,,,,0,,0,14,11,13.340000000000003,0.0
48453,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,99083,3,4.5,0,4.91,0.0218,5.04,27,138.02,0,20497,1,4,2,0,1,1,,,0,,,,,,,,1.0,,0.0,0.0,,,,,,,,,,,,,,0,,0,14,11,85.88,1.0
48454,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,102949,4,4.0,0,4.66,0.0799,4.98,7,165.05,0,20497,1,4,2,0,1,1,,,0,,,,,1.0,,,1.0,,1.0,0.0,19.0,,1.0,,,,,,,,,,,1,182.07,1,14,11,58.849999999999994,0.0
48455,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,104873,3,4.0,0,3.3,0.015,4.83,15,155.29,0,20497,1,4,2,0,1,1,,,0,,,,,,,,,,,1.0,,1.0,0.0,46.0,,,,,,,,,,0,,0,14,11,68.61000000000001,1.0
48456,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,106781,4,4.0,1,4.53,0.0306,5.46,18,175.78,0,20497,1,4,2,0,1,1,,,0,,,,,,,,1.0,,1.0,0.0,55.0,0.0,0.0,,,,,,,,,,,0,,0,14,11,48.120000000000005,0.0
48457,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,110280,5,4.5,0,3.0,0.0145,5.68,3,256.64,1,20497,1,4,2,0,1,1,,,0,,,,,1.0,,,1.0,,-1.0,0.0,5.0,-1.0,0.0,5.0,,,,,,,,,,0,,0,14,11,32.73999999999998,1.0
48458,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,115539,5,5.0,1,4.42,0.0227,5.85,2,463.79,0,20497,1,4,2,0,1,1,,,0,,,,1.0,0.0,15.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,14,11,239.89000000000001,1.0
48459,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,126782,3,4.5,0,4.39,0.1497,4.69,31,140.18,0,20497,1,4,2,0,1,1,,,0,,,,,,,,1.0,,1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,0,,0,14,11,83.72,1.0
48460,3226,2012-11-05 14:21:55,24,216,4.0,223.9,216,128067,4,4.0,0,4.2,0.0406,5.23,6,222.57,1,20497,1,4,2,0,1,1,,,0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,0,,0,14,11,1.3300000000000125,0.0
49831,3307,2013-06-25 16:22:27,5,129,,,132,4206,4,4.0,1,0.69,0.0019,0.0,26,156.0,1,1815,2,3,2,0,1,1,,360.66,0,,,,,,,,,,,,,1.0,0.0,21.0,1.0,0.0,5.0,,,,,1.0,,0,,0,16,6,,
49832,3307,2013-06-25 16:22:27,5,129,,,132,11606,3,3.5,1,0.69,0.0005,0.0,19,136.0,0,1815,2,3,2,0,1,1,,348.93,0,,,,,,,,,,,,,1.0,0.0,5.0,,,,,,,,,,0,,0,16,6,,
49833,3307,2013-06-25 16:22:27,5,129,,,132,11718,4,4.5,1,0.0,0.0054,0.0,15,127.0,1,1815,2,3,2,0,1,1,,361.17,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,33.0,,,,,1.0,,0,,0,16,6,,
49834,3307,2013-06-25 16:22:27,5,129,,,132,15007,2,3.0,0,5.3,0.0152,0.0,23,144.0,0,1815,2,3,2,0,1,1,,356.99,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0,16,6,,
49835,3307,2013-06-25 16:22:27,5,129,,,132,15085,4,4.5,1,0.0,0.0033,0.0,12,114.0,0,1815,2,3,2,0,1,1,,350.76,0,,,,,,,,,,,,,1.0,0.0,17.0,,,,,,,,,,0,,0,16,6,,
49836,3307,2013-06-25 16:22:27,5,129,,,132,15296,3,3.5,1,1.79,0.0064,0.0,7,98.0,0,1815,2,3,2,0,1,1,,356.05,0,,,,,,,,,,,,,1.0,0.0,5.0,1.0,0.0,33.0,,,,,,,0,,0,16,6,,
49837,3307,2013-06-25 16:22:27,5,129,,,132,27794,4,4.0,1,0.69,0.0006,0.0,31,169.0,0,1815,2,3,2,0,1,1,,367.21,0,,,,,,,,,,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,0,,0,16,6,,
49838,3307,2013-06-25 16:22:27,5,129,,,132,30212,4,4.5,0,1.1,0.0073,0.0,10,110.0,0,1815,2,3,2,0,1,1,,360.18,0,,,,,,,,,,,,,1.0,0.0,5.0,,,,,,,,1.0,,0,,0,16,6,,
49839,3307,2013-06-25 16:22:27,5,129,,,132,40633,4,4.0,0,0.0,0.0003,0.0,14,123.0,0,1815,2,3,2,0,1,1,,353.22,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0,16,6,,
49840,3307,2013-06-25 16:22:27,5,129,,,132,46550,4,0.0,0,0.0,,0.0,16,128.0,1,1815,2,3,2,0,1,1,,355.64,0,,,,,,,,,,,,,1.0,0.0,16.0,0.0,0.0,,,,,,1.0,,0,,0,16,6,,
49841,3307,2013-06-25 16:22:27,5,129,,,132,50195,4,3.5,1,1.61,0.0066,0.0,9,108.0,1,1815,2,3,2,0,1,1,,364.9,0,,,,,,,,,,,,,1.0,0.0,5.0,1.0,0.0,20.0,,,,1.0,0.0,4.0,0,,0,16,6,,
49842,3307,2013-06-25 16:22:27,5,129,,,132,52231,4,4.0,1,2.48,0.0014,0.0,30,166.0,0,1815,2,3,2,0,1,1,,358.12,0,,,,,,,,,,,,,1.0,0.0,5.0,0.0,0.0,,,,,1.0,0.0,6.0,0,,0,16,6,,
49843,3307,2013-06-25 16:22:27,5,129,,,132,53739,3,3.5,1,1.1,0.005,0.0,22,144.0,0,1815,2,3,2,0,1,1,,353.32,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,1.0,,0,,0,16,6,,
49844,3307,2013-06-25 16:22:27,5,129,,,132,54522,3,2.0,0,5.51,0.0369,0.0,24,154.0,0,1815,2,3,2,0,1,1,,358.12,0,,,,,,,,,,,,,1.0,0.0,17.0,1.0,0.0,17.0,,,,,,,0,,0,16,6,,
49845,3307,2013-06-25 16:22:27,5,129,,,132,57218,4,4.0,0,0.0,0.0029,0.0,2,77.0,1,1815,2,3,2,0,1,1,,352.53,0,,,,,,,,1.0,,,,,1.0,0.0,6.0,,,,,,,,,,0,,0,16,6,,
49846,3307,2013-06-25 16:22:27,5,129,,,132,59292,4,,1,1.79,,0.0,3,77.0,1,1815,2,3,2,0,1,1,,365.79,0,,,,,,,,,,,,,1.0,0.0,5.0,1.0,0.0,17.0,,,,1.0,0.0,12.0,0,,0,16,6,,
49847,3307,2013-06-25 16:22:27,5,129,,,132,63445,3,3.0,0,3.0,0.0331,0.0,13,123.0,0,1815,2,3,2,0,1,1,,359.55,0,,,,,,,,,,,,,1.0,0.0,5.0,,1.0,,,,,,1.0,,0,,0,16,6,,
49848,3307,2013-06-25 16:22:27,5,129,,,132,65048,4,4.0,0,1.79,0.0003,0.0,4,85.0,0,1815,2,3,2,0,1,1,,366.13,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0,16,6,,
49849,3307,2013-06-25 16:22:27,5,129,,,132,73052,4,4.0,1,0.69,0.0017,0.0,29,163.0,0,1815,2,3,2,0,1,1,,362.61,0,,,,,,,,,,,,,1.0,0.0,19.0,1.0,0.0,6.0,,,,,1.0,,0,,0,16,6,,
49850,3307,2013-06-25 16:22:27,5,129,,,132,82809,3,3.5,1,3.3,0.0185,0.0,8,107.0,0,1815,2,3,2,0,1,1,,359.44,0,,,,,,,,,,,,,1.0,0.0,6.0,1.0,0.0,14.0,,,,,1.0,,1,226.31,1,16,6,,
49851,3307,2013-06-25 16:22:27,5,129,,,132,82869,3,0.0,0,0.69,,0.0,21,142.0,0,1815,2,3,2,0,1,1,,359.47,0,,,,,,,,,,,,,1.0,0.0,6.0,0.0,0.0,,,,,,,,0,,0,16,6,,
49852,3307,2013-06-25 16:22:27,5,129,,,132,87092,2,0.0,0,5.26,,0.0,28,157.0,0,1815,2,3,2,0,1,1,,357.29,0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,5.0,0,,0,16,6,,
49853,3307,2013-06-25 16:22:27,5,129,,,132,94827,3,0.0,1,0.69,,0.0,17,130.0,1,1815,2,3,2,0,1,1,,364.15,0,,,,,,,,,,,,,0.0,0.0,17.0,1.0,0.0,6.0,,,,,1.0,,0,,0,16,6,,
49854,3307,2013-06-25 16:22:27,5,129,,,132,104996,4,4.0,0,2.08,0.0042,0.0,32,180.0,0,1815,2,3,2,0,1,1,,360.16,0,,,,,,,0.0,0.0,,,,,0.0,0.0,5.0,-1.0,0.0,5.0,,,,,1.0,,0,,0,16,6,,
49855,3307,2013-06-25 16:22:27,5,129,,,132,105637,3,4.0,1,2.2,0.002,0.0,20,136.0,0,1815,2,3,2,0,1,1,,365.63,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,5.0,,,,1.0,0.0,11.0,0,,0,16,6,,
49856,3307,2013-06-25 16:22:27,5,129,,,132,120027,4,4.5,1,3.33,0.0097,0.0,1,186.0,1,1815,2,3,2,0,1,1,,355.97,0,,,,,,,,,,,,,1.0,0.0,5.0,1.0,0.0,80.0,,,,,1.0,,0,,0,16,6,,
49857,3307,2013-06-25 16:22:27,5,129,,,132,122543,4,4.5,0,1.39,0.0053,0.0,25,155.0,0,1815,2,3,2,0,1,1,,363.45,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0,16,6,,
49858,3307,2013-06-25 16:22:27,5,129,,,132,124077,4,4.0,1,0.0,0.0049,0.0,5,91.0,0,1815,2,3,2,0,1,1,,362.74,0,,,,,,,,,,,,,0.0,0.0,15.0,0.0,0.0,,,,,1.0,0.0,7.0,0,,0,16,6,,
49859,3307,2013-06-25 16:22:27,5,129,,,132,130255,3,0.0,0,2.56,,0.0,27,157.0,0,1815,2,3,2,0,1,1,,367.97,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,16,6,,
49860,3307,2013-06-25 16:22:27,5,129,,,132,130351,3,3.5,1,0.0,0.0016,0.0,6,96.0,0,1815,2,3,2,0,1,1,,359.09,0,,,,,,,,,,,,,1.0,0.0,5.0,,,,,,,,1.0,,0,,0,16,6,,
49861,3307,2013-06-25 16:22:27,5,129,,,132,133687,4,3.5,1,0.0,0.0007,0.0,11,114.0,0,1815,2,3,2,0,1,1,,359.15,0,,,,,,,,1.0,,,,,0.0,0.0,3.0,,,,,,,,,,0,,0,16,6,,
49862,3307,2013-06-25 16:22:27,5,129,,,132,137048,4,4.5,1,0.69,0.003,0.0,18,136.0,1,1815,2,3,2,0,1,1,,363.88,0,,,,,,,,,,,,,0.0,0.0,17.0,1.0,0.0,6.0,,,,,1.0,,0,,0,16,6,,
55174,3671,2012-12-27 20:12:11,5,219,,,219,703,2,4.0,0,0.0,0.0208,4.22,6,43.0,0,18111,1,7,2,0,1,1,,201.27,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55175,3671,2012-12-27 20:12:11,5,219,,,219,18232,3,3.5,1,2.89,0.2628,4.71,20,85.0,0,18111,1,7,2,0,1,1,,201.64,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,3.0,0,,0,20,12,,
55176,3671,2012-12-27 20:12:11,5,219,,,219,19343,2,4.5,1,2.89,0.3893,4.2,14,49.0,0,18111,1,7,2,0,1,1,,201.52,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55177,3671,2012-12-27 20:12:11,5,219,,,219,19582,2,3.0,1,1.39,0.0854,4.17,19,48.0,0,18111,1,7,2,0,1,1,,203.05,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55178,3671,2012-12-27 20:12:11,5,219,,,219,23861,3,4.0,1,2.89,0.3955,4.61,4,69.0,0,18111,1,7,2,0,1,1,,201.51,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,20,12,,
55179,3671,2012-12-27 20:12:11,5,219,,,219,27725,3,4.5,1,2.89,0.2661,4.49,22,100.0,0,18111,1,7,2,0,1,1,,201.26,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55180,3671,2012-12-27 20:12:11,5,219,,,219,33442,3,4.0,1,2.89,0.2507,4.49,10,60.0,0,18111,1,7,2,0,1,1,,201.67,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,20,12,,
55181,3671,2012-12-27 20:12:11,5,219,,,219,45821,3,4.5,1,2.89,0.3051,5.09,3,104.0,0,18111,1,7,2,0,1,1,,201.61,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55182,3671,2012-12-27 20:12:11,5,219,,,219,46004,2,3.0,0,2.89,0.1092,4.07,9,40.0,0,18111,1,7,2,0,1,1,,201.8,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
